r_id,type,action_date,go_id,save,like,id,agency,open_date,close_date,title,desc,elig,category,sub_category,award,loc,sp,is_on,text
Reg_test@anu.com,0,2022-04-29 08:55:14,GO5216,,,Grants625be8ddd84803ea363f2e69,Department of Health,2021-11-05,2022-04-29,Home Care Packages Program COVID-19 Vaccination Support,"The purpose of the Home Care Packages Program COVID-19 Vaccination Support Grant (Grant) is to provide additional support to Home Care Package (HCP) providers to increase COVID-19 vaccinations in the home care workforce and provide accurate reports on the vaccination status of the workforce to the Australian Government. 
 To view the grant opportunity documents, please select the red ""GO Documents"" button on the left hand side.","To be eligible to apply you must:  
 - be a corporation; 
  - be an approved HCP provider under Part 7A Division 2  Aged Care Quality and Safety Commission Act 2018;  
  - have at least one care recipient in your care as at 5 November 2021; 
  - commit to reporting staff vaccination status weekly through the My Aged Care portal.  
 If a provider is not already reporting weekly on the vaccination status of all staff at all outlets, providers will have one month from receiving the grant to start reporting weekly. 
   
  ",101001 - Aged Care,,"$20,000,000.00","ACT, NSW, VIC, SA, WA, QLD, NT, TAS",Demand Driven,1.0,"Home Care Packages Program COVID-19 Vaccination Support.The purpose of the Home Care Packages Program COVID-19 Vaccination Support Grant (Grant) is to provide additional support to Home Care Package (HCP) providers to increase COVID-19 vaccinations in the home care workforce and provide accurate reports on the vaccination status of the workforce to the Australian Government. 
 To view the grant opportunity documents, please select the red ""GO Documents"" button on the left hand side."
Reg_tester@anu.com,0,2022-04-29 09:00:06,GO5216,,,Grants625be8ddd84803ea363f2e69,Department of Health,2021-11-05,2022-04-29,Home Care Packages Program COVID-19 Vaccination Support,"The purpose of the Home Care Packages Program COVID-19 Vaccination Support Grant (Grant) is to provide additional support to Home Care Package (HCP) providers to increase COVID-19 vaccinations in the home care workforce and provide accurate reports on the vaccination status of the workforce to the Australian Government. 
 To view the grant opportunity documents, please select the red ""GO Documents"" button on the left hand side.","To be eligible to apply you must:  
 - be a corporation; 
  - be an approved HCP provider under Part 7A Division 2  Aged Care Quality and Safety Commission Act 2018;  
  - have at least one care recipient in your care as at 5 November 2021; 
  - commit to reporting staff vaccination status weekly through the My Aged Care portal.  
 If a provider is not already reporting weekly on the vaccination status of all staff at all outlets, providers will have one month from receiving the grant to start reporting weekly. 
   
  ",101001 - Aged Care,,"$20,000,000.00","ACT, NSW, VIC, SA, WA, QLD, NT, TAS",Demand Driven,1.0,"Home Care Packages Program COVID-19 Vaccination Support.The purpose of the Home Care Packages Program COVID-19 Vaccination Support Grant (Grant) is to provide additional support to Home Care Package (HCP) providers to increase COVID-19 vaccinations in the home care workforce and provide accurate reports on the vaccination status of the workforce to the Australian Government. 
 To view the grant opportunity documents, please select the red ""GO Documents"" button on the left hand side."
Reg_test@anu.com,0,2022-04-29 08:55:14,GO5254,,,Grants625be80cd84803ea363f2e16,"Department of Infrastructure, Transport, Regional Development and Communications",2021-11-18,2023-06-30,COVID-19 Local Roads and Community Infrastructure Program (Phase 3),"The LRCI Program Phase 3 will run from 1 January 2022 to 30 June 2023. The Program was announced as part of the 2021-22 Federal Budget. 
 The LRCI Program Phase 3 aims to continue to assist a community-led recovery from COVID-19 by supporting local jobs, firms, and procurement. It expected that councils will use local businesses and workforces to deliver projects under the LRCI Program where possible to ensure stimulus funding flows into local communities. 
 The scope of LRCI Program Phase 3 supports a broad range of Eligible Projects so communities can fund the infrastructure that they need, support businesses and create employment opportunities across their communities. 
 The objective of the LRCI Program Phase 3 is to stimulate additional infrastructure construction activity in local communities across Australia to assist communities to manage the economic impacts of COVID-19. 
 The intended outcomes of the LRCI Program Phase 3 are to: 
 
 provide stimulus to protect and create local short-term employment opportunities through funded projects following the impacts of the COVID-19; and 
 deliver benefits to communities, such as improved road safety, accessibility and visual amenity. 
","The Eligible Funding Recipients for this grant program have been pre-identified. They are: 
 
 all local councils in Australia: 
 the ACT Government in lieu of a system of local government; 
 relevant state government, the shires of Christmas Island, Cocos (Keeling) Islands and Norfolk Island and the Lord Howe Island Board that provide local council services to  unincorporated areas  in Australia; 
 the NT Government for areas that were unincorporated until 2008 but are yet to transferred to the new councils; and 
 the Victorian Department of Environment, Land, Water and Planning for the French Island. 
",291000 - Local Government,,"$1,000,000,000.00","ACT, NSW, VIC, SA, WA, QLD, NT, TAS, Administered Territories",Demand Driven,1.0,"COVID-19 Local Roads and Community Infrastructure Program (Phase 3).The LRCI Program Phase 3 will run from 1 January 2022 to 30 June 2023. The Program was announced as part of the 2021-22 Federal Budget. 
 The LRCI Program Phase 3 aims to continue to assist a community-led recovery from COVID-19 by supporting local jobs, firms, and procurement. It expected that councils will use local businesses and workforces to deliver projects under the LRCI Program where possible to ensure stimulus funding flows into local communities. 
 The scope of LRCI Program Phase 3 supports a broad range of Eligible Projects so communities can fund the infrastructure that they need, support businesses and create employment opportunities across their communities. 
 The objective of the LRCI Program Phase 3 is to stimulate additional infrastructure construction activity in local communities across Australia to assist communities to manage the economic impacts of COVID-19. 
 The intended outcomes of the LRCI Program Phase 3 are to: 
 
 provide stimulus to protect and create local short-term employment opportunities through funded projects following the impacts of the COVID-19; and 
 deliver benefits to communities, such as improved road safety, accessibility and visual amenity. 
"
Reg_tester@anu.com,0,2022-04-29 09:00:06,GO5254,,,Grants625be80cd84803ea363f2e16,"Department of Infrastructure, Transport, Regional Development and Communications",2021-11-18,2023-06-30,COVID-19 Local Roads and Community Infrastructure Program (Phase 3),"The LRCI Program Phase 3 will run from 1 January 2022 to 30 June 2023. The Program was announced as part of the 2021-22 Federal Budget. 
 The LRCI Program Phase 3 aims to continue to assist a community-led recovery from COVID-19 by supporting local jobs, firms, and procurement. It expected that councils will use local businesses and workforces to deliver projects under the LRCI Program where possible to ensure stimulus funding flows into local communities. 
 The scope of LRCI Program Phase 3 supports a broad range of Eligible Projects so communities can fund the infrastructure that they need, support businesses and create employment opportunities across their communities. 
 The objective of the LRCI Program Phase 3 is to stimulate additional infrastructure construction activity in local communities across Australia to assist communities to manage the economic impacts of COVID-19. 
 The intended outcomes of the LRCI Program Phase 3 are to: 
 
 provide stimulus to protect and create local short-term employment opportunities through funded projects following the impacts of the COVID-19; and 
 deliver benefits to communities, such as improved road safety, accessibility and visual amenity. 
","The Eligible Funding Recipients for this grant program have been pre-identified. They are: 
 
 all local councils in Australia: 
 the ACT Government in lieu of a system of local government; 
 relevant state government, the shires of Christmas Island, Cocos (Keeling) Islands and Norfolk Island and the Lord Howe Island Board that provide local council services to  unincorporated areas  in Australia; 
 the NT Government for areas that were unincorporated until 2008 but are yet to transferred to the new councils; and 
 the Victorian Department of Environment, Land, Water and Planning for the French Island. 
",291000 - Local Government,,"$1,000,000,000.00","ACT, NSW, VIC, SA, WA, QLD, NT, TAS, Administered Territories",Demand Driven,1.0,"COVID-19 Local Roads and Community Infrastructure Program (Phase 3).The LRCI Program Phase 3 will run from 1 January 2022 to 30 June 2023. The Program was announced as part of the 2021-22 Federal Budget. 
 The LRCI Program Phase 3 aims to continue to assist a community-led recovery from COVID-19 by supporting local jobs, firms, and procurement. It expected that councils will use local businesses and workforces to deliver projects under the LRCI Program where possible to ensure stimulus funding flows into local communities. 
 The scope of LRCI Program Phase 3 supports a broad range of Eligible Projects so communities can fund the infrastructure that they need, support businesses and create employment opportunities across their communities. 
 The objective of the LRCI Program Phase 3 is to stimulate additional infrastructure construction activity in local communities across Australia to assist communities to manage the economic impacts of COVID-19. 
 The intended outcomes of the LRCI Program Phase 3 are to: 
 
 provide stimulus to protect and create local short-term employment opportunities through funded projects following the impacts of the COVID-19; and 
 deliver benefits to communities, such as improved road safety, accessibility and visual amenity. 
"
Reg_test@anu.com,0,2022-04-29 08:55:14,GO4863,,,Grants625be87fd84803ea363f2e42,Department of Health,2021-06-04,2022-06-30,COVID-19 Aged Care Support Program Extension,"The COVID-19 Aged Care Support Program Extension will reimburse eligible aged care providers for eligible expenditure incurred on managing direct impacts of COVID-19. The Program will run over 1 year in 2021-22. The Program will assist Residential Aged Care, National Aboriginal and Torres Strait Islander Flexible Aged Care Program and Home Care Package providers that are subject to direct COVID-19 impacts, to deliver continuity of safe quality care for consumers. 
 Please ensure you view/use latest versions of the following documents: 
 
 Frequently Asked Questions Version 3 
 Grant Opportunity Guidelines Version 3 
 Cost Calculator Version 4 
 Addendum 3 
 
 To view the grant opportunity documents, please select the red ""GO Documents"" button on the left hand side.","Eligible applicants can apply for funding for each impacted service for the periods between the date on which the resident, staff member or client is tested for COVID-19 and the date on which direct COVID-19 impacts are resolved (i.e. no infected or isolated residents, staff members or clients).  
 Eligible applicants are: 
 
 An approved Residential Aged Care provider with one or more services directly impacted by COVID-19; and/or 
 An approved National Aboriginal Torres Strait Islander Flexible Aged Care Provider with one or more services directly impacted by COVID-19; and/or 
 An approved Home Care provider one or more services directly impacted by COVID-19. 
",101001 - Aged Care,,"$108,100,000.00","ACT, NSW, VIC, SA, WA, QLD, NT, TAS",Demand Driven,1.0,"COVID-19 Aged Care Support Program Extension.The COVID-19 Aged Care Support Program Extension will reimburse eligible aged care providers for eligible expenditure incurred on managing direct impacts of COVID-19. The Program will run over 1 year in 2021-22. The Program will assist Residential Aged Care, National Aboriginal and Torres Strait Islander Flexible Aged Care Program and Home Care Package providers that are subject to direct COVID-19 impacts, to deliver continuity of safe quality care for consumers. 
 Please ensure you view/use latest versions of the following documents: 
 
 Frequently Asked Questions Version 3 
 Grant Opportunity Guidelines Version 3 
 Cost Calculator Version 4 
 Addendum 3 
 
 To view the grant opportunity documents, please select the red ""GO Documents"" button on the left hand side."
Reg_tester@anu.com,0,2022-04-29 09:00:06,GO4863,,,Grants625be87fd84803ea363f2e42,Department of Health,2021-06-04,2022-06-30,COVID-19 Aged Care Support Program Extension,"The COVID-19 Aged Care Support Program Extension will reimburse eligible aged care providers for eligible expenditure incurred on managing direct impacts of COVID-19. The Program will run over 1 year in 2021-22. The Program will assist Residential Aged Care, National Aboriginal and Torres Strait Islander Flexible Aged Care Program and Home Care Package providers that are subject to direct COVID-19 impacts, to deliver continuity of safe quality care for consumers. 
 Please ensure you view/use latest versions of the following documents: 
 
 Frequently Asked Questions Version 3 
 Grant Opportunity Guidelines Version 3 
 Cost Calculator Version 4 
 Addendum 3 
 
 To view the grant opportunity documents, please select the red ""GO Documents"" button on the left hand side.","Eligible applicants can apply for funding for each impacted service for the periods between the date on which the resident, staff member or client is tested for COVID-19 and the date on which direct COVID-19 impacts are resolved (i.e. no infected or isolated residents, staff members or clients).  
 Eligible applicants are: 
 
 An approved Residential Aged Care provider with one or more services directly impacted by COVID-19; and/or 
 An approved National Aboriginal Torres Strait Islander Flexible Aged Care Provider with one or more services directly impacted by COVID-19; and/or 
 An approved Home Care provider one or more services directly impacted by COVID-19. 
",101001 - Aged Care,,"$108,100,000.00","ACT, NSW, VIC, SA, WA, QLD, NT, TAS",Demand Driven,1.0,"COVID-19 Aged Care Support Program Extension.The COVID-19 Aged Care Support Program Extension will reimburse eligible aged care providers for eligible expenditure incurred on managing direct impacts of COVID-19. The Program will run over 1 year in 2021-22. The Program will assist Residential Aged Care, National Aboriginal and Torres Strait Islander Flexible Aged Care Program and Home Care Package providers that are subject to direct COVID-19 impacts, to deliver continuity of safe quality care for consumers. 
 Please ensure you view/use latest versions of the following documents: 
 
 Frequently Asked Questions Version 3 
 Grant Opportunity Guidelines Version 3 
 Cost Calculator Version 4 
 Addendum 3 
 
 To view the grant opportunity documents, please select the red ""GO Documents"" button on the left hand side."
Reg_test@anu.com,0,2022-04-29 08:55:14,GO4749,,,Grants625be8a5d84803ea363f2e52,"Department of Infrastructure, Transport, Regional Development and Communications",2021-03-31,2022-05-31,COVID 19 Arts Sustainability Fund,"The COVID-19 Arts Sustainability Fund aims to provide  last resort  funding assistance to significant Australian Government funded arts organisations that are assessed to be at imminent risk of insolvency as a direct result of COVID-19, having taken all reasonable action to maintain their financial position. 
 The program is intended to assist by providing the necessary finance to plan a pathway for recovery from the effects of COVID-19. This will support employment of workers (including in interdependent industries such as hospitality, retail, accommodation, transport and freight) and contribute to rebuilding Australia s economy, as well as enhancing community wellbeing and access to cultural experiences across Australia. 
 The intended outcomes of the program are: 
 • significant Commonwealth-funded performing arts and culture organisations remain solvent; and 
 • Australian communities continue to benefit from the work of significant Commonwealth-funded organisations as the key employers of Australian artists and art workers, leading presenters of high-quality work and as the trainers of Australia s upcoming performing artists.","To be eligible for funding, applicants must be: 
 • currently party to, or due to enter into, a multi-year funding agreement with the Australian Government, either through the Australia Council or the Office for the Arts in the Departmentunder one or more of the following programs: 
 • National Performing Arts Partnership Framework 
 • Four Year Funding Program 2021-24 
 • Four Year Funding Program 2017-20 
 • Visual Arts and Craft Strategy 2016-21 
 • Cultural Development Program for the National Performing Arts Training Organisations 
 An organisation is not eligible to apply if it is: 
 • a statutory body under Commonwealth, state or territory legislation, including but not limited to national cultural institutions and performing arts companies; 
 • an arts organisation with a one-off, project, annual or multi-year funding agreement with the Australian Government, either through the Australia Council or the Department of Infrastructure, Transport, Regional Development and Communications, under any program or initiative not listed above.",121003 - Humanities,,"$59,000,000.00","ACT, NSW, VIC, SA, WA, QLD, NT, TAS",Targeted or Restricted Competitive,1.0,"COVID 19 Arts Sustainability Fund.The COVID-19 Arts Sustainability Fund aims to provide  last resort  funding assistance to significant Australian Government funded arts organisations that are assessed to be at imminent risk of insolvency as a direct result of COVID-19, having taken all reasonable action to maintain their financial position. 
 The program is intended to assist by providing the necessary finance to plan a pathway for recovery from the effects of COVID-19. This will support employment of workers (including in interdependent industries such as hospitality, retail, accommodation, transport and freight) and contribute to rebuilding Australia s economy, as well as enhancing community wellbeing and access to cultural experiences across Australia. 
 The intended outcomes of the program are: 
 • significant Commonwealth-funded performing arts and culture organisations remain solvent; and 
 • Australian communities continue to benefit from the work of significant Commonwealth-funded organisations as the key employers of Australian artists and art workers, leading presenters of high-quality work and as the trainers of Australia s upcoming performing artists."
Reg_tester@anu.com,0,2022-04-29 09:00:06,GO4749,,,Grants625be8a5d84803ea363f2e52,"Department of Infrastructure, Transport, Regional Development and Communications",2021-03-31,2022-05-31,COVID 19 Arts Sustainability Fund,"The COVID-19 Arts Sustainability Fund aims to provide  last resort  funding assistance to significant Australian Government funded arts organisations that are assessed to be at imminent risk of insolvency as a direct result of COVID-19, having taken all reasonable action to maintain their financial position. 
 The program is intended to assist by providing the necessary finance to plan a pathway for recovery from the effects of COVID-19. This will support employment of workers (including in interdependent industries such as hospitality, retail, accommodation, transport and freight) and contribute to rebuilding Australia s economy, as well as enhancing community wellbeing and access to cultural experiences across Australia. 
 The intended outcomes of the program are: 
 • significant Commonwealth-funded performing arts and culture organisations remain solvent; and 
 • Australian communities continue to benefit from the work of significant Commonwealth-funded organisations as the key employers of Australian artists and art workers, leading presenters of high-quality work and as the trainers of Australia s upcoming performing artists.","To be eligible for funding, applicants must be: 
 • currently party to, or due to enter into, a multi-year funding agreement with the Australian Government, either through the Australia Council or the Office for the Arts in the Departmentunder one or more of the following programs: 
 • National Performing Arts Partnership Framework 
 • Four Year Funding Program 2021-24 
 • Four Year Funding Program 2017-20 
 • Visual Arts and Craft Strategy 2016-21 
 • Cultural Development Program for the National Performing Arts Training Organisations 
 An organisation is not eligible to apply if it is: 
 • a statutory body under Commonwealth, state or territory legislation, including but not limited to national cultural institutions and performing arts companies; 
 • an arts organisation with a one-off, project, annual or multi-year funding agreement with the Australian Government, either through the Australia Council or the Department of Infrastructure, Transport, Regional Development and Communications, under any program or initiative not listed above.",121003 - Humanities,,"$59,000,000.00","ACT, NSW, VIC, SA, WA, QLD, NT, TAS",Targeted or Restricted Competitive,1.0,"COVID 19 Arts Sustainability Fund.The COVID-19 Arts Sustainability Fund aims to provide  last resort  funding assistance to significant Australian Government funded arts organisations that are assessed to be at imminent risk of insolvency as a direct result of COVID-19, having taken all reasonable action to maintain their financial position. 
 The program is intended to assist by providing the necessary finance to plan a pathway for recovery from the effects of COVID-19. This will support employment of workers (including in interdependent industries such as hospitality, retail, accommodation, transport and freight) and contribute to rebuilding Australia s economy, as well as enhancing community wellbeing and access to cultural experiences across Australia. 
 The intended outcomes of the program are: 
 • significant Commonwealth-funded performing arts and culture organisations remain solvent; and 
 • Australian communities continue to benefit from the work of significant Commonwealth-funded organisations as the key employers of Australian artists and art workers, leading presenters of high-quality work and as the trainers of Australia s upcoming performing artists."
Reg_tester@anu.com,2,2022-04-29 09:00:25,GO4749,1.0,,Grants625be8a5d84803ea363f2e52,"Department of Infrastructure, Transport, Regional Development and Communications",2021-03-31,2022-05-31,COVID 19 Arts Sustainability Fund,"The COVID-19 Arts Sustainability Fund aims to provide  last resort  funding assistance to significant Australian Government funded arts organisations that are assessed to be at imminent risk of insolvency as a direct result of COVID-19, having taken all reasonable action to maintain their financial position. 
 The program is intended to assist by providing the necessary finance to plan a pathway for recovery from the effects of COVID-19. This will support employment of workers (including in interdependent industries such as hospitality, retail, accommodation, transport and freight) and contribute to rebuilding Australia s economy, as well as enhancing community wellbeing and access to cultural experiences across Australia. 
 The intended outcomes of the program are: 
 • significant Commonwealth-funded performing arts and culture organisations remain solvent; and 
 • Australian communities continue to benefit from the work of significant Commonwealth-funded organisations as the key employers of Australian artists and art workers, leading presenters of high-quality work and as the trainers of Australia s upcoming performing artists.","To be eligible for funding, applicants must be: 
 • currently party to, or due to enter into, a multi-year funding agreement with the Australian Government, either through the Australia Council or the Office for the Arts in the Departmentunder one or more of the following programs: 
 • National Performing Arts Partnership Framework 
 • Four Year Funding Program 2021-24 
 • Four Year Funding Program 2017-20 
 • Visual Arts and Craft Strategy 2016-21 
 • Cultural Development Program for the National Performing Arts Training Organisations 
 An organisation is not eligible to apply if it is: 
 • a statutory body under Commonwealth, state or territory legislation, including but not limited to national cultural institutions and performing arts companies; 
 • an arts organisation with a one-off, project, annual or multi-year funding agreement with the Australian Government, either through the Australia Council or the Department of Infrastructure, Transport, Regional Development and Communications, under any program or initiative not listed above.",121003 - Humanities,,"$59,000,000.00","ACT, NSW, VIC, SA, WA, QLD, NT, TAS",Targeted or Restricted Competitive,1.0,"COVID 19 Arts Sustainability Fund.The COVID-19 Arts Sustainability Fund aims to provide  last resort  funding assistance to significant Australian Government funded arts organisations that are assessed to be at imminent risk of insolvency as a direct result of COVID-19, having taken all reasonable action to maintain their financial position. 
 The program is intended to assist by providing the necessary finance to plan a pathway for recovery from the effects of COVID-19. This will support employment of workers (including in interdependent industries such as hospitality, retail, accommodation, transport and freight) and contribute to rebuilding Australia s economy, as well as enhancing community wellbeing and access to cultural experiences across Australia. 
 The intended outcomes of the program are: 
 • significant Commonwealth-funded performing arts and culture organisations remain solvent; and 
 • Australian communities continue to benefit from the work of significant Commonwealth-funded organisations as the key employers of Australian artists and art workers, leading presenters of high-quality work and as the trainers of Australia s upcoming performing artists."
Reg_test@anu.com,0,2022-04-29 08:55:14,GO4215,,,Grants625be87dd84803ea363f2e41,Department of Health,2020-08-04,2022-06-30,Support for Aged Care Workers in COVID-19,"The Support for Aged Care Workers in COVID-19 (SACWIC) grant opportunity is designed to assist approved Residential Aged Care providers, approved National Aboriginal and Torres Strait Islander Flexible Aged Care Program (NATSIFACP) providers and approved Home Care providers to minimise the risk of infection to aged care workers, residents and other consumers of aged care service. 
 Examples of eligible workforce costs under SACWIC are those that will support eligible workers:   - who normally work at multiple residential aged care facilities, but will be working solely at the facility being applied for;  - who are not to work because they have been experiencing COVID 19 symptoms, have been diagnosed as COVID-19 positive, require testing or are subject to self-isolation or quarantine requirements; or   - to undertake training in the event a skills gap arises from where existing workers are not to work due to experiencing COVID-19 symptoms, or are subject to self-isolation or quarantine requirements.  Importantly, the guidelines require that employees work at the site where they usually work the most hours, or where they will be able to work the most hours over the eight-week period. To view the grant opportunity documents, please select the red ""GO Documents"" button on the left-hand side.","For full eligibility requirements, please refer to Section 4.1 of the Grant Opportunity Guidelines. At a minimum to be eligible a provider must:  1. Be an approved Residential Aged Care provider or an approved NATSIFACP provider or an approved Home Care provider;    2. Be incurring additional costs as a result of supporting eligible workers; and:  3. Be either located inside a hotspot listed in Appendix 1 and/or have workers that work in a hotspot. 4. Providers are expected to submit an application for out of pocket expenses at the end of the activity period. A provider may elect to apply earlier if significant financial strain is being experienced and this will be assessed on a case by case basis.",101001 - Aged Care,,"$128,497,000.00","ACT, NSW, VIC, SA, WA, QLD, NT, TAS",Demand Driven,1.0,"Support for Aged Care Workers in COVID-19.The Support for Aged Care Workers in COVID-19 (SACWIC) grant opportunity is designed to assist approved Residential Aged Care providers, approved National Aboriginal and Torres Strait Islander Flexible Aged Care Program (NATSIFACP) providers and approved Home Care providers to minimise the risk of infection to aged care workers, residents and other consumers of aged care service. 
 Examples of eligible workforce costs under SACWIC are those that will support eligible workers:   - who normally work at multiple residential aged care facilities, but will be working solely at the facility being applied for;  - who are not to work because they have been experiencing COVID 19 symptoms, have been diagnosed as COVID-19 positive, require testing or are subject to self-isolation or quarantine requirements; or   - to undertake training in the event a skills gap arises from where existing workers are not to work due to experiencing COVID-19 symptoms, or are subject to self-isolation or quarantine requirements.  Importantly, the guidelines require that employees work at the site where they usually work the most hours, or where they will be able to work the most hours over the eight-week period. To view the grant opportunity documents, please select the red ""GO Documents"" button on the left-hand side."
Reg_tester@anu.com,0,2022-04-29 09:00:06,GO4215,,,Grants625be87dd84803ea363f2e41,Department of Health,2020-08-04,2022-06-30,Support for Aged Care Workers in COVID-19,"The Support for Aged Care Workers in COVID-19 (SACWIC) grant opportunity is designed to assist approved Residential Aged Care providers, approved National Aboriginal and Torres Strait Islander Flexible Aged Care Program (NATSIFACP) providers and approved Home Care providers to minimise the risk of infection to aged care workers, residents and other consumers of aged care service. 
 Examples of eligible workforce costs under SACWIC are those that will support eligible workers:   - who normally work at multiple residential aged care facilities, but will be working solely at the facility being applied for;  - who are not to work because they have been experiencing COVID 19 symptoms, have been diagnosed as COVID-19 positive, require testing or are subject to self-isolation or quarantine requirements; or   - to undertake training in the event a skills gap arises from where existing workers are not to work due to experiencing COVID-19 symptoms, or are subject to self-isolation or quarantine requirements.  Importantly, the guidelines require that employees work at the site where they usually work the most hours, or where they will be able to work the most hours over the eight-week period. To view the grant opportunity documents, please select the red ""GO Documents"" button on the left-hand side.","For full eligibility requirements, please refer to Section 4.1 of the Grant Opportunity Guidelines. At a minimum to be eligible a provider must:  1. Be an approved Residential Aged Care provider or an approved NATSIFACP provider or an approved Home Care provider;    2. Be incurring additional costs as a result of supporting eligible workers; and:  3. Be either located inside a hotspot listed in Appendix 1 and/or have workers that work in a hotspot. 4. Providers are expected to submit an application for out of pocket expenses at the end of the activity period. A provider may elect to apply earlier if significant financial strain is being experienced and this will be assessed on a case by case basis.",101001 - Aged Care,,"$128,497,000.00","ACT, NSW, VIC, SA, WA, QLD, NT, TAS",Demand Driven,1.0,"Support for Aged Care Workers in COVID-19.The Support for Aged Care Workers in COVID-19 (SACWIC) grant opportunity is designed to assist approved Residential Aged Care providers, approved National Aboriginal and Torres Strait Islander Flexible Aged Care Program (NATSIFACP) providers and approved Home Care providers to minimise the risk of infection to aged care workers, residents and other consumers of aged care service. 
 Examples of eligible workforce costs under SACWIC are those that will support eligible workers:   - who normally work at multiple residential aged care facilities, but will be working solely at the facility being applied for;  - who are not to work because they have been experiencing COVID 19 symptoms, have been diagnosed as COVID-19 positive, require testing or are subject to self-isolation or quarantine requirements; or   - to undertake training in the event a skills gap arises from where existing workers are not to work due to experiencing COVID-19 symptoms, or are subject to self-isolation or quarantine requirements.  Importantly, the guidelines require that employees work at the site where they usually work the most hours, or where they will be able to work the most hours over the eight-week period. To view the grant opportunity documents, please select the red ""GO Documents"" button on the left-hand side."
Reg_tester@anu.com,2,2022-04-29 09:00:20,GO4215,1.0,,Grants625be87dd84803ea363f2e41,Department of Health,2020-08-04,2022-06-30,Support for Aged Care Workers in COVID-19,"The Support for Aged Care Workers in COVID-19 (SACWIC) grant opportunity is designed to assist approved Residential Aged Care providers, approved National Aboriginal and Torres Strait Islander Flexible Aged Care Program (NATSIFACP) providers and approved Home Care providers to minimise the risk of infection to aged care workers, residents and other consumers of aged care service. 
 Examples of eligible workforce costs under SACWIC are those that will support eligible workers:   - who normally work at multiple residential aged care facilities, but will be working solely at the facility being applied for;  - who are not to work because they have been experiencing COVID 19 symptoms, have been diagnosed as COVID-19 positive, require testing or are subject to self-isolation or quarantine requirements; or   - to undertake training in the event a skills gap arises from where existing workers are not to work due to experiencing COVID-19 symptoms, or are subject to self-isolation or quarantine requirements.  Importantly, the guidelines require that employees work at the site where they usually work the most hours, or where they will be able to work the most hours over the eight-week period. To view the grant opportunity documents, please select the red ""GO Documents"" button on the left-hand side.","For full eligibility requirements, please refer to Section 4.1 of the Grant Opportunity Guidelines. At a minimum to be eligible a provider must:  1. Be an approved Residential Aged Care provider or an approved NATSIFACP provider or an approved Home Care provider;    2. Be incurring additional costs as a result of supporting eligible workers; and:  3. Be either located inside a hotspot listed in Appendix 1 and/or have workers that work in a hotspot. 4. Providers are expected to submit an application for out of pocket expenses at the end of the activity period. A provider may elect to apply earlier if significant financial strain is being experienced and this will be assessed on a case by case basis.",101001 - Aged Care,,"$128,497,000.00","ACT, NSW, VIC, SA, WA, QLD, NT, TAS",Demand Driven,1.0,"Support for Aged Care Workers in COVID-19.The Support for Aged Care Workers in COVID-19 (SACWIC) grant opportunity is designed to assist approved Residential Aged Care providers, approved National Aboriginal and Torres Strait Islander Flexible Aged Care Program (NATSIFACP) providers and approved Home Care providers to minimise the risk of infection to aged care workers, residents and other consumers of aged care service. 
 Examples of eligible workforce costs under SACWIC are those that will support eligible workers:   - who normally work at multiple residential aged care facilities, but will be working solely at the facility being applied for;  - who are not to work because they have been experiencing COVID 19 symptoms, have been diagnosed as COVID-19 positive, require testing or are subject to self-isolation or quarantine requirements; or   - to undertake training in the event a skills gap arises from where existing workers are not to work due to experiencing COVID-19 symptoms, or are subject to self-isolation or quarantine requirements.  Importantly, the guidelines require that employees work at the site where they usually work the most hours, or where they will be able to work the most hours over the eight-week period. To view the grant opportunity documents, please select the red ""GO Documents"" button on the left-hand side."
